Sexo,Comunidades y Ciudades Autónomas,Edad,Periodo,Total,Total2
Ambos sexos,Castilla y León,Menores de 25 años,2018T3,27,52
Ambos sexos,Castilla y León,Menores de 25 años,2018T2,28,28
Ambos sexos,Castilla y León,Menores de 25 años,2018T1,32,9
Ambos sexos,Castilla y León,Menores de 25 años,2017T4,32,26
Ambos sexos,Castilla y León,Menores de 25 años,2017T3,34,80
Ambos sexos,Castilla y León,Menores de 25 años,2017T2,41,69
Ambos sexos,Castilla y León,Menores de 25 años,2017T1,36,5
Ambos sexos,Castilla y León,Menores de 25 años,2016T4,34,83
Ambos sexos,Castilla y León,Menores de 25 años,2016T3,34,14
Ambos sexos,Castilla y León,Menores de 25 años,2016T2,42,52
Ambos sexos,Castilla y León,Menores de 25 años,2016T1,44,79
Ambos sexos,Castilla y León,Menores de 25 años,2015T4,44,31
Ambos sexos,Castilla y León,Menores de 25 años,2015T3,44,65
Ambos sexos,Castilla y León,Menores de 25 años,2015T2,50,10
Ambos sexos,Castilla y León,Menores de 25 años,2015T1,53,54
Ambos sexos,Castilla y León,Menores de 25 años,2014T4,53,52
Ambos sexos,Castilla y León,Menores de 25 años,2014T3,47,43
Ambos sexos,Castilla y León,Menores de 25 años,2014T2,51,18
Ambos sexos,Castilla y León,Menores de 25 años,2014T1,49,80
Ambos sexos,Castilla y León,Menores de 25 años,2013T4,50,20
Ambos sexos,Castilla y León,Menores de 25 años,2013T3,48,3
Ambos sexos,Castilla y León,Menores de 25 años,2013T2,49,97
Ambos sexos,Castilla y León,Menores de 25 años,2013T1,50,81
Ambos sexos,Castilla y León,Menores de 25 años,2012T4,47,66
Ambos sexos,Castilla y León,Menores de 25 años,2012T3,45,87
Ambos sexos,Castilla y León,Menores de 25 años,2012T2,48,63
Ambos sexos,Castilla y León,Menores de 25 años,2012T1,50,42
Ambos sexos,Castilla y León,Menores de 25 años,2011T4,42,41
Ambos sexos,Castilla y León,Menores de 25 años,2011T3,37,77
Ambos sexos,Castilla y León,Menores de 25 años,2011T2,35,10
Ambos sexos,Castilla y León,Menores de 25 años,2011T1,39,35
Ambos sexos,Castilla y León,Menores de 25 años,2010T4,35,24
Ambos sexos,Castilla y León,Menores de 25 años,2010T3,32,8
Ambos sexos,Castilla y León,Menores de 25 años,2010T2,35,96
Ambos sexos,Castilla y León,Menores de 25 años,2010T1,32,76
Ambos sexos,Castilla y León,Menores de 25 años,2009T4,32,45
Ambos sexos,Castilla y León,Menores de 25 años,2009T3,31,83
Ambos sexos,Castilla y León,Menores de 25 años,2009T2,31,61
Ambos sexos,Castilla y León,Menores de 25 años,2009T1,32,31
Ambos sexos,Castilla y León,Menores de 25 años,2008T4,26,20
Ambos sexos,Castilla y León,Menores de 25 años,2008T3,21,66
Ambos sexos,Castilla y León,Menores de 25 años,2008T2,23,13
Ambos sexos,Castilla y León,Menores de 25 años,2008T1,18,82
Ambos sexos,Castilla y León,Menores de 25 años,2007T4,17,88
Ambos sexos,Castilla y León,Menores de 25 años,2007T3,17,16
Ambos sexos,Castilla y León,Menores de 25 años,2007T2,18,31
Ambos sexos,Castilla y León,Menores de 25 años,2007T1,16,2
Ambos sexos,Castilla y León,Menores de 25 años,2006T4,15,83
Ambos sexos,Castilla y León,Menores de 25 años,2006T3,16,46
Ambos sexos,Castilla y León,Menores de 25 años,2006T2,18,50
Ambos sexos,Castilla y León,Menores de 25 años,2006T1,16,85
Ambos sexos,Castilla y León,Menores de 25 años,2005T4,19,99
Ambos sexos,Castilla y León,Menores de 25 años,2005T3,15,51
Ambos sexos,Castilla y León,Menores de 25 años,2005T2,19,81
Ambos sexos,Castilla y León,Menores de 25 años,2005T1,22,71
Ambos sexos,Castilla y León,Menores de 25 años,2004T4,23,34
Ambos sexos,Castilla y León,Menores de 25 años,2004T3,20,83
Ambos sexos,Castilla y León,Menores de 25 años,2004T2,22,77
Ambos sexos,Castilla y León,Menores de 25 años,2004T1,25,89
Ambos sexos,Castilla y León,Menores de 25 años,2003T4,24,35
Ambos sexos,Castilla y León,Menores de 25 años,2003T3,22,63
Ambos sexos,Castilla y León,Menores de 25 años,2003T2,24,89
Ambos sexos,Castilla y León,Menores de 25 años,2003T1,26,73
Ambos sexos,Castilla y León,Menores de 25 años,2002T4,24,97
Ambos sexos,Castilla y León,Menores de 25 años,2002T3,23,19
Ambos sexos,Castilla y León,Menores de 25 años,2002T2,24,67
Ambos sexos,Castilla y León,Menores de 25 años,2002T1,26,39
Ambos sexos,Castilla y León,25 y más años,2023T4,8,43
Ambos sexos,Castilla y León,25 y más años,2023T3,8,53
Ambos sexos,Castilla y León,25 y más años,2023T2,8,6
Ambos sexos,Castilla y León,25 y más años,2023T1,9,33
Ambos sexos,Castilla y León,25 y más años,2022T4,8,15
Ambos sexos,Castilla y León,25 y más años,2022T3,8,12
Ambos sexos,Castilla y León,25 y más años,2022T2,8,67
Ambos sexos,Castilla y León,25 y más años,2022T1,10,12
Ambos sexos,Castilla y León,25 y más años,2021T4,9,38
Ambos sexos,Castilla y León,25 y más años,2021T3,8,98
Ambos sexos,Castilla y León,25 y más años,2021T2,11,50
Ambos sexos,Castilla y León,25 y más años,2021T1,11,68
Ambos sexos,Castilla y León,25 y más años,2020T4,10,58
Ambos sexos,Castilla y León,25 y más años,2020T3,10,98
Ambos sexos,Castilla y León,25 y más años,2020T2,11,4
Ambos sexos,Castilla y León,25 y más años,2020T1,10,57
Ambos sexos,Castilla y León,25 y más años,2019T4,10,29
Ambos sexos,Castilla y León,25 y más años,2019T3,10,19
Ambos sexos,Castilla y León,25 y más años,2019T2,10,49
Ambos sexos,Castilla y León,25 y más años,2019T1,11,37
Ambos sexos,Castilla y León,25 y más años,2018T4,10,43
Ambos sexos,Castilla y León,25 y más años,2018T3,10,29
Ambos sexos,Castilla y León,25 y más años,2018T2,11,9
Ambos sexos,Castilla y León,25 y más años,2018T1,12,93
Ambos sexos,Castilla y León,25 y más años,2017T4,12,72
Ambos sexos,Castilla y León,25 y más años,2017T3,11,66
Ambos sexos,Castilla y León,25 y más años,2017T2,12,92
Ambos sexos,Castilla y León,25 y más años,2017T1,14,10
Ambos sexos,Castilla y León,25 y más años,2016T4,13,72
Ambos sexos,Castilla y León,25 y más años,2016T3,12,68
Ambos sexos,Castilla y León,25 y más años,2016T2,14,68
Ambos sexos,Castilla y León,25 y más años,2016T1,16,86
Ambos sexos,Castilla y León,25 y más años,2015T4,16,9
Ambos sexos,Castilla y León,25 y más años,2015T3,14,78
Ambos sexos,Castilla y León,25 y más años,2015T2,16,76
Ambos sexos,Castilla y León,25 y más años,2015T1,18,58
Ambos sexos,Castilla y León,25 y más años,2014T4,18,36
Ambos sexos,Castilla y León,25 y más años,2014T3,17,61
Ambos sexos,Castilla y León,25 y más años,2014T2,19,46
Ambos sexos,Castilla y León,25 y más años,2014T1,20,64
Ambos sexos,Castilla y León,25 y más años,2013T4,20,29
Ambos sexos,Castilla y León,25 y más años,2013T3,19,4
Ambos sexos,Castilla y León,25 y más años,2013T2,19,44
Ambos sexos,Castilla y León,25 y más años,2013T1,20,93
Ambos sexos,Castilla y León,25 y más años,2012T4,18,97
Ambos sexos,Castilla y León,25 y más años,2012T3,17,25
Ambos sexos,Castilla y León,25 y más años,2012T2,17,77
Ambos sexos,Castilla y León,25 y más años,2012T1,17,25
Ambos sexos,Castilla y León,25 y más años,2011T4,15,32
Ambos sexos,Castilla y León,25 y más años,2011T3,14,40
Ambos sexos,Castilla y León,25 y más años,2011T2,14,99
Ambos sexos,Castilla y León,25 y más años,2011T1,15,77
Ambos sexos,Castilla y León,25 y más años,2010T4,14,13
Ambos sexos,Castilla y León,25 y más años,2010T3,13,63
Ambos sexos,Castilla y León,25 y más años,2010T2,14,72
Ambos sexos,Castilla y León,25 y más años,2010T1,14,48
Ambos sexos,Castilla y León,25 y más años,2009T4,12,68
Ambos sexos,Castilla y León,25 y más años,2009T3,11,30
Ambos sexos,Castilla y León,25 y más años,2009T2,12,75
Ambos sexos,Castilla y León,25 y más años,2009T1,12,36
Ambos sexos,Castilla y León,25 y más años,2008T4,9,91
Ambos sexos,Castilla y León,25 y más años,2008T3,8,19
Ambos sexos,Castilla y León,25 y más años,2008T2,7,96
Ambos sexos,Castilla y León,25 y más años,2008T1,7,18
Ambos sexos,Castilla y León,25 y más años,2007T4,5,86
Ambos sexos,Castilla y León,25 y más años,2007T3,5,83
Ambos sexos,Castilla y León,25 y más años,2007T2,6,11
Ambos sexos,Castilla y León,25 y más años,2007T1,6,52
Ambos sexos,Castilla y León,25 y más años,2006T4,6,72
Ambos sexos,Castilla y León,25 y más años,2006T3,6,46
Ambos sexos,Castilla y León,25 y más años,2006T2,7,12
Ambos sexos,Castilla y León,25 y más años,2006T1,8,36
Ambos sexos,Castilla y León,25 y más años,2005T4,7,27
Ambos sexos,Castilla y León,25 y más años,2005T3,6,71
Ambos sexos,Castilla y León,25 y más años,2005T2,7,40
Ambos sexos,Castilla y León,25 y más años,2005T1,8,73
Ambos sexos,Castilla y León,25 y más años,2004T4,9,10
Ambos sexos,Castilla y León,25 y más años,2004T3,8,51
Ambos sexos,Castilla y León,25 y más años,2004T2,9,72
Ambos sexos,Castilla y León,25 y más años,2004T1,10,7
Ambos sexos,Castilla y León,25 y más años,2003T4,9,56
Ambos sexos,Castilla y León,25 y más años,2003T3,9,44
Ambos sexos,Castilla y León,25 y más años,2003T2,9,62
Ambos sexos,Castilla y León,25 y más años,2003T1,9,57
Ambos sexos,Castilla y León,25 y más años,2002T4,8,37
Ambos sexos,Castilla y León,25 y más años,2002T3,8,57
Ambos sexos,Castilla y León,25 y más años,2002T2,8,95
Ambos sexos,Castilla y León,25 y más años,2002T1,8,93
Ambos sexos,Castilla y León,De 16 a 19 años,2023T4,27,98
Ambos sexos,Castilla y León,De 16 a 19 años,2023T3,36,82
Ambos sexos,Castilla y León,De 16 a 19 años,2023T2,31,26
Ambos sexos,Castilla y León,De 16 a 19 años,2023T1,42,9
Ambos sexos,Castilla y León,De 16 a 19 años,2022T4,33,12
Ambos sexos,Castilla y León,De 16 a 19 años,2022T3,37,27
Ambos sexos,Castilla y León,De 16 a 19 años,2022T2,64,21
Ambos sexos,Castilla y León,De 16 a 19 años,2022T1,44,75
Ambos sexos,Castilla y León,De 16 a 19 años,2021T4,47,36
Ambos sexos,Castilla y León,De 16 a 19 años,2021T3,41,79
Ambos sexos,Castilla y León,De 16 a 19 años,2021T2,58,2
Ambos sexos,Castilla y León,De 16 a 19 años,2021T1,58,9
Ambos sexos,Castilla y León,De 16 a 19 años,2020T4,51,66
Ambos sexos,Castilla y León,De 16 a 19 años,2020T3,46,22
Ambos sexos,Castilla y León,De 16 a 19 años,2020T2,53,87
Ambos sexos,Castilla y León,De 16 a 19 años,2020T1,47,10
Ambos sexos,Castilla y León,De 16 a 19 años,2019T4,48,67
Ambos sexos,Castilla y León,De 16 a 19 años,2019T3,35,52
Ambos sexos,Castilla y León,De 16 a 19 años,2019T2,34,83
Ambos sexos,Castilla y León,De 16 a 19 años,2019T1,39,80
Ambos sexos,Castilla y León,De 16 a 19 años,2018T4,41,77
Ambos sexos,Castilla y León,De 16 a 19 años,2018T3,41,7
Ambos sexos,Castilla y León,De 16 a 19 años,2018T2,39,2
Ambos sexos,Castilla y León,De 16 a 19 años,2018T1,46,85
Ambos sexos,Castilla y León,De 16 a 19 años,2017T4,49,31
Ambos sexos,Castilla y León,De 16 a 19 años,2017T3,51,47
Ambos sexos,Castilla y León,De 16 a 19 años,2017T2,77,73
Ambos sexos,Castilla y León,De 16 a 19 años,2017T1,52,14
Ambos sexos,Castilla y León,De 16 a 19 años,2016T4,59,69
Ambos sexos,Castilla y León,De 16 a 19 años,2016T3,45,64
Ambos sexos,Castilla y León,De 16 a 19 años,2016T2,65,66
Ambos sexos,Castilla y León,De 16 a 19 años,2016T1,59,62
Ambos sexos,Castilla y León,De 16 a 19 años,2015T4,60,12
Ambos sexos,Castilla y León,De 16 a 19 años,2015T3,63,54
Ambos sexos,Castilla y León,De 16 a 19 años,2015T2,73,21
Ambos sexos,Castilla y León,De 16 a 19 años,2015T1,74,40
Ambos sexos,Castilla y León,De 16 a 19 años,2014T4,70,54
Ambos sexos,Castilla y León,De 16 a 19 años,2014T3,60,20
Ambos sexos,Castilla y León,De 16 a 19 años,2014T2,65,98
Ambos sexos,Castilla y León,De 16 a 19 años,2014T1,66,99
Ambos sexos,Castilla y León,De 16 a 19 años,2013T4,77,71
Ambos sexos,Castilla y León,De 16 a 19 años,2013T3,72,32
Ambos sexos,Castilla y León,De 16 a 19 años,2013T2,66,27
Ambos sexos,Castilla y León,De 16 a 19 años,2013T1,71,8
Ambos sexos,Castilla y León,De 16 a 19 años,2012T4,61,74
Ambos sexos,Castilla y León,De 16 a 19 años,2012T3,61,67
Ambos sexos,Castilla y León,De 16 a 19 años,2012T2,75,52
Ambos sexos,Castilla y León,De 16 a 19 años,2012T1,73,69
Ambos sexos,Castilla y León,De 16 a 19 años,2011T4,59,79
Ambos sexos,Castilla y León,De 16 a 19 años,2011T3,53,94
Ambos sexos,Castilla y León,De 16 a 19 años,2011T2,45,29
Ambos sexos,Castilla y León,De 16 a 19 años,2011T1,50,65
Ambos sexos,Castilla y León,De 16 a 19 años,2010T4,50,45
Ambos sexos,Castilla y León,De 16 a 19 años,2010T3,47,44
Ambos sexos,Castilla y León,De 16 a 19 años,2010T2,46,70
Ambos sexos,Castilla y León,De 16 a 19 años,2010T1,46,41
Ambos sexos,Castilla y León,De 16 a 19 años,2009T4,50,13
Ambos sexos,Castilla y León,De 16 a 19 años,2009T3,49,12
Ambos sexos,Castilla y León,De 16 a 19 años,2009T2,54,71
Ambos sexos,Castilla y León,De 16 a 19 años,2009T1,47,50
Ambos sexos,Castilla y León,De 16 a 19 años,2008T4,50,70
Ambos sexos,Castilla y León,De 16 a 19 años,2008T3,35,67
Ambos sexos,Castilla y León,De 16 a 19 años,2008T2,44,89
Ambos sexos,Castilla y León,De 16 a 19 años,2008T1,27,96
Ambos sexos,Castilla y León,De 16 a 19 años,2007T4,29,74
Ambos sexos,Castilla y León,De 16 a 19 años,2007T3,29,26
Ambos sexos,Castilla y León,De 16 a 19 años,2007T2,32,9
Ambos sexos,Castilla y León,De 16 a 19 años,2007T1,29,11
Ambos sexos,Castilla y León,De 16 a 19 años,2006T4,26,57
Ambos sexos,Castilla y León,De 16 a 19 años,2006T3,19,36
Ambos sexos,Castilla y León,De 16 a 19 años,2006T2,28,8
Ambos sexos,Castilla y León,De 16 a 19 años,2006T1,27,38
Ambos sexos,Castilla y León,De 16 a 19 años,2005T4,29,27
Ambos sexos,Castilla y León,De 16 a 19 años,2005T3,17,39
Ambos sexos,Castilla y León,De 16 a 19 años,2005T2,17,79
Ambos sexos,Castilla y León,De 16 a 19 años,2005T1,26,24
Ambos sexos,Castilla y León,De 16 a 19 años,2004T4,30,21
Ambos sexos,Castilla y León,De 16 a 19 años,2004T3,21,52
Ambos sexos,Castilla y León,De 16 a 19 años,2004T2,27,11
Ambos sexos,Castilla y León,De 16 a 19 años,2004T1,37,4
Ambos sexos,Castilla y León,De 16 a 19 años,2003T4,31,17
Ambos sexos,Castilla y León,De 16 a 19 años,2003T3,27,27
Ambos sexos,Castilla y León,De 16 a 19 años,2003T2,32,66
Ambos sexos,Castilla y León,De 16 a 19 años,2003T1,38,69
Ambos sexos,Castilla y León,De 16 a 19 años,2002T4,27,2
Ambos sexos,Castilla y León,De 16 a 19 años,2002T3,25,12
Ambos sexos,Castilla y León,De 16 a 19 años,2002T2,27,81
Ambos sexos,Castilla y León,De 16 a 19 años,2002T1,31,67
Ambos sexos,Castilla y León,De 20 a 24 años,2023T4,29,68
Ambos sexos,Castilla y León,De 20 a 24 años,2023T3,20,76
Ambos sexos,Castilla y León,De 20 a 24 años,2023T2,25,98
Ambos sexos,Castilla y León,De 20 a 24 años,2023T1,26,91
Ambos sexos,Castilla y León,De 20 a 24 años,2022T4,19,43
Ambos sexos,Castilla y León,De 20 a 24 años,2022T3,17,38
Ambos sexos,Castilla y León,De 20 a 24 años,2022T2,29,6
Ambos sexos,Castilla y León,De 20 a 24 años,2022T1,25,30
Ambos sexos,Castilla y León,De 20 a 24 años,2021T4,24,47
Ambos sexos,Castilla y León,De 20 a 24 años,2021T3,25,3
Ambos sexos,Castilla y León,De 20 a 24 años,2021T2,27,84
Ambos sexos,Castilla y León,De 20 a 24 años,2021T1,29,59
Ambos sexos,Castilla y León,De 20 a 24 años,2020T4,29,9
Ambos sexos,Castilla y León,De 20 a 24 años,2020T3,34,34
Ambos sexos,Castilla y León,De 20 a 24 años,2020T2,34,51
Ambos sexos,Castilla y León,De 20 a 24 años,2020T1,29,58
Ambos sexos,Castilla y León,De 20 a 24 años,2019T4,22,57
Ambos sexos,Castilla y León,De 20 a 24 años,2019T3,23,32
Ambos sexos,Castilla y León,De 20 a 24 años,2019T2,33,29
Ambos sexos,Castilla y León,De 20 a 24 años,2019T1,30,56
Ambos sexos,Castilla y León,De 20 a 24 años,2018T4,22,52
Ambos sexos,Castilla y León,De 20 a 24 años,2018T3,24,45
Ambos sexos,Castilla y León,De 20 a 24 años,2018T2,26,4
Ambos sexos,Castilla y León,De 20 a 24 años,2018T1,29,41
Ambos sexos,Castilla y León,De 20 a 24 años,2017T4,29,35
Ambos sexos,Castilla y León,De 20 a 24 años,2017T3,31,32
Ambos sexos,Castilla y León,De 20 a 24 años,2017T2,35,17
Ambos sexos,Castilla y León,De 20 a 24 años,2017T1,33,63
Ambos sexos,Castilla y León,De 20 a 24 años,2016T4,30,19
Ambos sexos,Castilla y León,De 20 a 24 años,2016T3,32,18
Ambos sexos,Castilla y León,De 20 a 24 años,2016T2,38,22
Ambos sexos,Castilla y León,De 20 a 24 años,2016T1,42,71
Ambos sexos,Castilla y León,De 20 a 24 años,2015T4,41,82
Ambos sexos,Castilla y León,De 20 a 24 años,2015T3,40,74
Ambos sexos,Castilla y León,De 20 a 24 años,2015T2,45,80
Ambos sexos,Castilla y León,De 20 a 24 años,2015T1,49,53
Ambos sexos,Castilla y León,De 20 a 24 años,2014T4,50,43
Ambos sexos,Castilla y León,De 20 a 24 años,2014T3,45,47
Ambos sexos,Castilla y León,De 20 a 24 años,2014T2,48,66
Ambos sexos,Castilla y León,De 20 a 24 años,2014T1,46,80
Ambos sexos,Castilla y León,De 20 a 24 años,2013T4,45,63
Ambos sexos,Castilla y León,De 20 a 24 años,2013T3,44,0
Ambos sexos,Castilla y León,De 20 a 24 años,2013T2,47,38
Ambos sexos,Castilla y León,De 20 a 24 años,2013T1,47,37
Ambos sexos,Castilla y León,De 20 a 24 años,2012T4,45,18
Ambos sexos,Castilla y León,De 20 a 24 años,2012T3,42,96
Ambos sexos,Castilla y León,De 20 a 24 años,2012T2,44,9
Ambos sexos,Castilla y León,De 20 a 24 años,2012T1,46,54
Ambos sexos,Castilla y León,De 20 a 24 años,2011T4,39,91
Ambos sexos,Castilla y León,De 20 a 24 años,2011T3,33,80
Ambos sexos,Castilla y León,De 20 a 24 años,2011T2,32,73
Ambos sexos,Castilla y León,De 20 a 24 años,2011T1,37,5
Ambos sexos,Castilla y León,De 20 a 24 años,2010T4,32,0
Ambos sexos,Castilla y León,De 20 a 24 años,2010T3,27,76
Ambos sexos,Castilla y León,De 20 a 24 años,2010T2,33,53
Ambos sexos,Castilla y León,De 20 a 24 años,2010T1,30,27
Ambos sexos,Castilla y León,De 20 a 24 años,2009T4,29,61
Ambos sexos,Castilla y León,De 20 a 24 años,2009T3,27,42
Ambos sexos,Castilla y León,De 20 a 24 años,2009T2,26,4
Ambos sexos,Castilla y León,De 20 a 24 años,2009T1,28,64
Ambos sexos,Castilla y León,De 20 a 24 años,2008T4,20,5
Ambos sexos,Castilla y León,De 20 a 24 años,2008T3,17,71
Ambos sexos,Castilla y León,De 20 a 24 años,2008T2,17,46
Ambos sexos,Castilla y León,De 20 a 24 años,2008T1,16,84
Ambos sexos,Castilla y León,De 20 a 24 años,2007T4,15,42
Ambos sexos,Castilla y León,De 20 a 24 años,2007T3,13,59
Ambos sexos,Castilla y León,De 20 a 24 años,2007T2,15,29
Ambos sexos,Castilla y León,De 20 a 24 años,2007T1,13,24
Ambos sexos,Castilla y León,De 20 a 24 años,2006T4,13,55
Ambos sexos,Castilla y León,De 20 a 24 años,2006T3,15,65
Ambos sexos,Castilla y León,De 20 a 24 años,2006T2,16,14
Ambos sexos,Castilla y León,De 20 a 24 años,2006T1,14,62
Ambos sexos,Castilla y León,De 20 a 24 años,2005T4,17,55
Ambos sexos,Castilla y León,De 20 a 24 años,2005T3,15,0
Ambos sexos,Castilla y León,De 20 a 24 años,2005T2,20,34
Ambos sexos,Castilla y León,De 20 a 24 años,2005T1,21,86
Ambos sexos,Castilla y León,De 20 a 24 años,2004T4,21,82
Ambos sexos,Castilla y León,De 20 a 24 años,2004T3,20,65
Ambos sexos,Castilla y León,De 20 a 24 años,2004T2,21,87
Ambos sexos,Castilla y León,De 20 a 24 años,2004T1,23,95
Ambos sexos,Castilla y León,De 20 a 24 años,2003T4,23,12
Ambos sexos,Castilla y León,De 20 a 24 años,2003T3,21,75
Ambos sexos,Castilla y León,De 20 a 24 años,2003T2,23,58
Ambos sexos,Castilla y León,De 20 a 24 años,2003T1,24,64
Ambos sexos,Castilla y León,De 20 a 24 años,2002T4,24,59
Ambos sexos,Castilla y León,De 20 a 24 años,2002T3,22,71
Ambos sexos,Castilla y León,De 20 a 24 años,2002T2,24,1
Ambos sexos,Castilla y León,De 20 a 24 años,2002T1,25,33
Ambos sexos,Castilla y León,De 25 a 54 años,2023T4,8,37
Ambos sexos,Castilla y León,De 25 a 54 años,2023T3,8,62
Ambos sexos,Castilla y León,De 25 a 54 años,2023T2,8,32
Ambos sexos,Castilla y León,De 25 a 54 años,2023T1,9,70
Ambos sexos,Castilla y León,De 25 a 54 años,2022T4,8,32
Ambos sexos,Castilla y León,De 25 a 54 años,2022T3,8,32
Ambos sexos,Castilla y León,De 25 a 54 años,2022T2,8,71
Ambos sexos,Castilla y León,De 25 a 54 años,2022T1,10,7
Ambos sexos,Castilla y León,De 25 a 54 años,2021T4,9,67
Ambos sexos,Castilla y León,De 25 a 54 años,2021T3,9,14
Ambos sexos,Castilla y León,De 25 a 54 años,2021T2,12,9
Ambos sexos,Castilla y León,De 25 a 54 años,2021T1,12,37
Ambos sexos,Castilla y León,De 25 a 54 años,2020T4,10,65
Ambos sexos,Castilla y León,De 25 a 54 años,2020T3,11,69
Ambos sexos,Castilla y León,De 25 a 54 años,2020T2,11,91
Ambos sexos,Castilla y León,De 25 a 54 años,2020T1,10,58
Ambos sexos,Castilla y León,De 25 a 54 años,2019T4,10,42
Ambos sexos,Castilla y León,De 25 a 54 años,2019T3,10,45
Ambos sexos,Castilla y León,De 25 a 54 años,2019T2,10,55
Ambos sexos,Castilla y León,De 25 a 54 años,2019T1,11,58
Ambos sexos,Castilla y León,De 25 a 54 años,2018T4,10,73
Ambos sexos,Castilla y León,De 25 a 54 años,2018T3,11,1
Ambos sexos,Castilla y León,De 25 a 54 años,2018T2,11,29
Ambos sexos,Castilla y León,De 25 a 54 años,2018T1,13,27
Ambos sexos,Castilla y León,De 25 a 54 años,2017T4,13,15
Ambos sexos,Castilla y León,De 25 a 54 años,2017T3,11,98
Ambos sexos,Castilla y León,De 25 a 54 años,2017T2,13,63
Ambos sexos,Castilla y León,De 25 a 54 años,2017T1,14,79
Ambos sexos,Castilla y León,De 25 a 54 años,2016T4,14,62
Ambos sexos,Castilla y León,De 25 a 54 años,2016T3,13,16
Ambos sexos,Castilla y León,De 25 a 54 años,2016T2,15,13
Ambos sexos,Castilla y León,De 25 a 54 años,2016T1,17,76
Ambos sexos,Castilla y León,De 25 a 54 años,2015T4,16,98
Ambos sexos,Castilla y León,De 25 a 54 años,2015T3,15,37
Ambos sexos,Castilla y León,De 25 a 54 años,2015T2,17,55
Ambos sexos,Castilla y León,De 25 a 54 años,2015T1,19,38
Ambos sexos,Castilla y León,De 25 a 54 años,2014T4,18,98
Ambos sexos,Castilla y León,De 25 a 54 años,2014T3,18,16
Ambos sexos,Castilla y León,De 25 a 54 años,2014T2,20,27
Ambos sexos,Castilla y León,De 25 a 54 años,2014T1,21,38
Ambos sexos,Castilla y León,De 25 a 54 años,2013T4,21,54
Ambos sexos,Castilla y León,De 25 a 54 años,2013T3,19,79
Ambos sexos,Castilla y León,De 25 a 54 años,2013T2,20,21
